Comment,Author,AuthorChannelId,LikeCount,Sentiment
Kelihatan kok di vidio ini klau sepi dan proyek pembangunan   masih belum selesai,@muhammadasri2299,UCQEek641f3EygLOHeGLAzkQ,0,positif
"Untuk yg otaknya goblok"" dengerin, utk masyarakat kecil dg adanya IKN orang kecil jadi ada kerjaan klo mo kerja, jangan mimpi tdr di hotel ngapain.....dg adanya IKN jelas membawa lapangan pekerjaan baru yg notabene ada penghasilan......pikiran kakian cerdas sedikit bisa ga.....?",@paryonopethel3199,UCWNO8gnAoqzzx0PEmxjSRdw,0,positif
Yg bilang mangkrak adalah Asumin Rais,@paryonopethel3199,UCWNO8gnAoqzzx0PEmxjSRdw,0,positif
Jokowi aj bilang mangkraak...udah banyak ngibul kaya jokiwi aja nii😂😂😂😂😂,@TokiBanten,UCqRvlJvaioffc1LiJKPUvOg,0,positif
Mangkraak coy😂😂😂,@TokiBanten,UCqRvlJvaioffc1LiJKPUvOg,0,positif
"Tetep aja ngga ngaruh buat orang susah..
Yg nempatin siapa emang orang susah...ya nggak mungkin lah..",@orangdusun2241,UCF6K7pNhyJnlNRjX6JWGWiA,0,positif
"Abaikan yg suka nyinyir, faktanya mereka hy orang frustasi dan miskin😅",@anjarsena4987,UCyAXdpHJ94UopcL2lMTaSUg,0,positif
"seng ngomong mangkrak...yo kae2 wae wonge...
saiki isune adili jokowi...sok mboh opo neh seng d gae ukoro",@KamilAthaya-d9r,UClsrIE69SMgXlD9Y0h4xQOQ,0,positif
Warga kalimantan belum tentu bisa menginap di hotel situ.pasti hnya buat pejabatnya saj.,@antioandrianto4965,UCE8seeBmWkw59H3XuBPa3Pg,0,netral
"Tul,,, tetap jalan Ikn 👍",@salamsukandar9102,UChvJaG5EPe8M4NtN7jbL2sw,0,negatif
Damai Hatiku melihat ini,@farmerkang9058,UCoYBx8C6XiC6cqVLx1OLqoQ,0,positif
"Gw setuju Krn IKN di bangun pasti negara kita maju Krn gedung"" pencakar langit merata di Indonesia",@gepenggepeng4242,UCDX8slw392kpg6uI8nku_XQ,0,negatif
lanjutkan mas @andy sugar..aku bocahmu😊..semoga Allah selalu memberikan kesehatan dan kemudahan🤲,@dewochannel5523,UCANpP7YQWDD5Zv54ls6OpdQ,0,negatif
g semua org bodo bro,@AjengAulia_chanel,UCp2kKD81FIaEYnWmBymcNng,0,positif
sy menunggu Papua dibangun jg seperti ini,@khadipty,UCoQxNusAqe_0uKIAu2Q1wuQ,0,positif
😭😭😭😭😭,@syamsulbachri1468,UCuVB_TNzWdirrolJMcAikWQ,0,negatif
Kalimantan Timur proyek besar2ran selalu 10tahun disini Alhamdulillah semoga menjadi ibukota yang makmur ❤❤,@RezaRizky-gu8ln,UC1quLqiiriKGvIuk33sFKTQ,0,negatif
wooww mantap bang ikn nya..🙏👍,@RAF_RJK,UCzL7IK4G28D8hlka1AmT3Eg,0,negatif
Yang sudah pasti dana nya dblokir.,@annisa_mosa,UCt3J5fvfqs954ONRJtjm5WA,0,positif
"WAH MANTAP MAS ,KAMU TINGGAL AJA SAMA JOKOWI DI IKN, TAPI KOK JOKOWI MILIH TINGGAL DI SOLO YA DARI PADA DI IKN",@hijrufauzi508,UCkyzcCC1NsXAkgYtgP265zQ,0,positif
Yg Namanya Mangkrak sport Center Hambalang.. 🤣🤣,@arijason9932,UC4AbggQmObHe2F3JHqde7uQ,0,netral
"Memang bagus, sayangnya masih banyak mentri yg cuma ngabisin duit itu bikin muak",@bangjul9789,UCvznOmC1VRaoGFoxS0fdP4g,0,positif
Kalau IKN sampai mangkrak. Jokowi harus dipenjara.,@Agungituagung,UCuyc6o8aOX0aBrtbQ_QGJkQ,0,positif
Dibeli mas mas kasian gak ada yg beli itu,@yulidwihartati6632,UCEo-NNoer_DoOqm-c6sOuPQ,0,positif
"Satu sisi rakyat kelaparan lapangan kerja sulit satu sisi bangun bangun bukan untuk rakyat tapi untuk mereka sendiri yang menikmati kita rakyat cuman di wajibkan bersukur dan wajib bayar pajak aja kita di peras oleh pemerintah sendiri 😂😂😂😂😂😂😂😂😂


Miris nya hidup orang indo",@bajoelijogaming7271,UCk7D7-_A6NnZWJnf1omTlYA,0,positif
Hoy lae jgn bhsa jawa...35 provinsi gak ngerti bahasa jawa. Gunakan bhsa Indo aja lae.,@miikazukiyozora6079,UCxtkZfPYvydup7Wr9k-lLqQ,0,positif
Ini kerennn,@hidupsemua,UCu1HIOla_vWnBG5EZ6vY_Wg,0,negatif
Pindah bang ke ikn tinggal disana aja,@muhammadabdulaziz7535,UCMZaAOXeokSa9I4I-S_ls5A,0,negatif
Yg bilang mangkrak itu cma mreka ajh yg ga suka sma pengagasnya....mklum wrga indonesia klo ga suka sma seseorg..pasti dsrempetin sma appn...😂😂😂,@HeriHermawan-dq3ce,UCDZ76zwGT7iknlSn1nbUjmg,0,positif
Yang bilang mangkrak hanya orang yang sakit hati yang lama + anak abah😂😂😂,@Semprung,UCZ2WpBaVSehRLcrUhi9h-2A,0,positif
"sumbu beda arti dg sumbo,sumbu berarti pusat,klo sumbo berarti pewarna makanan.Ngevlognya lupa ga mbontrot ta? ngomongnya koq teriak2?",@YaniPurwanto-si3cn,UCfs28HMtWZ60lO4me34pIAA,0,negatif
Makasih bang demi menyemangati kemajuan Indonesia ❤,@kpcreator,UCGPhmBlGSirUG8r1SRrKqhg,0,negatif
"Mangkrak itu bukan dr pembangunan yg skrg g dilanjutkan. Yg sekarang diselesaikan, krn msh anggaran tahun kmrn s.d habis.
Kelanjutan pembangunan selanjutnya kan sama2 sdh disampaikan di hold. Jadi IKN next setelah selesai pembangunan yg masuj anggaran 2024, 2025 blm ada keberlanjutan. Sebelum dana anggaran diketok. Jd mikirnya h sesempit mangkrak ya berhwnti semua. Ya g bisa segegabah itu mengambil keputusan. Krn dampaknya pasti menjadi problem besar utk para vendor dan rwkanan yg bekerja.
Gitu loohhh😂😂😂😂",@tatuystark6678,UCRsKyjopMXCqjaE6ewlVpfQ,0,positif
"Netizen sok tau dan sok politik, padhhal bukan siapa"" dan gatau apa"" kok dirungokno se ko 😂. akeh wong sok tau jaman saiki, kakean cocot, pdhl yo pengangguran",@Gone_Untitled,UC9nKGVpkmGv-94cUwe6tm6g,0,positif
yo ngone rek...sing bloko/jujur apa adanya.Jgn hoak saja yg di lontarkan ke masyarakat,@YaniPurwanto-si3cn,UCfs28HMtWZ60lO4me34pIAA,0,positif
"Jgn di update kemajuan pembangunan IKN bro , biarkan az para BUDAK BUDAK pembenci proyek ikn ngoceh sana sini 😂😂😂",@nirone17,UCbTuATxjiDccD4mZVfNLv5g,0,positif
Ya sesuai ama budaya org Indonesia...biar tekor yg penting kesohor.,@yazidatusagusani5522,UC0JQywDcAWR0bKaLravmueg,0,negatif
Waaahhh aku pengen bangun hotel atau berkontrak an rumah gtu di ikn 🤩,@MAS_BRO18,UC5cM8eastiZrtoktYa0PXaA,0,negatif
Berarti bisa nginsp di hotel situ,@SitiSholehah-u4v,UCJ-Y82zmImNVkd-dUb9PM8Q,0,netral
Hai bro IKN bakal mangrak lihat saja nanti kalau kata penjilat memang tidak mangkrak,@aliyudin5235,UCDWlB_1fUGkwQgQrzAgnxHQ,0,positif
Ikn adalah masa depan bangsa.pelan pelan yg penting jadi.masa mau dijakarta terus.amblaslah pulau Jawa Nanti.cuma para pemikir bangsa lah yg peduli ini.beliu mikir 1000tn yg akan datang.ini mantap,@LaIiila-g6d,UCMOzVfs713A6mpxOgFGJEpw,0,negatif
hahaha.. yg bikin konten kn org suruhan mereka alias buzzer 😂😂😂😂,@ozanofficialtm1375,UCH9TdOxBgND5jGfmZa86nJg,0,positif
Hotel Swiss kok nggk ada tamu nya pak,@triztantatto4362,UC7_k0eQz2U2x_13BR6j_FPA,0,positif
"Areg Suroboyo pancen lucu2 gaes😅😅😅 GK bosen lihat vidio,y",@rahmansetiawan2332,UCqMieUuR2QY0AjsjPq-L1BQ,0,negatif
"Ketika youtuber/influencer/artist/wartawan/dsb ada berkunjung dsana maka segalanya di-ada-ada-kan, tombol aktivasi langsung dinyalakan.
Setelah kunjungan selesai, bubar barisan 
😅😅😅",@frriza8811,UCPlZ5IyC6vhclIyTF3q1NVQ,0,netral
"Konsep gagal desain gagal, niatnya bikin desain garuda malah jadi kalong",@Miumou-catlovers,UC49YVSgJ3bvvJJrhAyoQR8w,0,positif
kudune pok meng beraksi ndek IKN bro hehe ...,@royhermawan81,UCbLCdZQONaGVaJB4zKDV8fA,0,netral
Kenapa Garudanya warna hitam.. karena..😂 lucu kale ngomong e mas sugar iki wkwk,@vlogjelajahpagisiangmalam4404,UC2iX5_A4nFfiBapzHhOc16Q,0,negatif
"Matursuwun kan, wes ngejak ndelo2 IKN.",@yanti166,UCgBnZdzaLCew-o2Q53F4nLQ,0,netral
😂,@handokodark3038,UCOO1G8JzRM9dF7OGNOBkPcQ,0,positif
Rusun asn 4 udah jadi  mas saya kerja di ASN 4 tower 3 pt abibraya,@WarohWaroh-k6h,UCGUVOFv-BFJh8wJkhK9Q7ag,0,netral
"Alhamdulillah IKN tidak mangkrak, cuma anggaran tahun 2025 masih diblokir",@robetimam4600,UCl-Wi60mXztkqg07tsw7Y6Q,0,negatif
Mksh❤❤..JD liat IKN meskipun TDK lsng..,@jetujuh8741,UCNHSyq0zdkPP5D6wh05f07g,0,positif
Kita liat,@ivashidayat5828,UCII-Hoxap204ZHaCGs5eKYA,0,negatif
bakal mangkrak,@cahindo1449,UCfkJgH1PJ--KFY4XnWWEmrw,0,positif
Hotel negara luar seharusnya dilarang dibangun di dekat areal istana negara,@LDMunasti,UCJS7eNQ7n2OOGGTKsEL7wCA,0,netral
Si Rocky itu rajanya PEMBUAL...hanya kaum IDIOT saja yg percaya,@rudyhartono8941,UCvloq1uqtuSJoOYMFuv2Tbg,0,positif
"Memang tetap jalan tapi hanya emeliharaan. Pekerjanya sedikit kapan rampung cak.
Ibukota itu luas itu baru berapa gedung ligikanya masih jauh dari selesai",@HeruBowo-c7e,UCvD8QPFgNcL_SvlMKAPGWBg,0,positif
"Sbnernya anggaran nya yg dikurangi per tahun nya untuk IKN , pembangunan tetap jln tapi bertahap ,tidak jor joran
Itu yg saya tanggap
[Tahap demi Tahap]",@iputubayupriyadi8761,UC3CEevu8V7OV5bMmIMPisYQ,0,negatif
Wong2 mendo mikire sedino dadi kyk candi Prambanan..,@ayanggg9207,UCh3v3CSxNTdGuX2UJVrWfcw,0,netral
"asli wong suroboyo, endas iku sirah cak...😁",@harimulyanti7294,UC8PN43gQJbd53Bel0lbYPGg,0,negatif
Semangat ternaknya Mulyono.,@nhm366,UCjzNqBiiDukilTykt_UGZlw,0,negatif
"Masyaallah Tabarakallah,, bagus banget,, Alhamdulillah ada keponakan yg dinas di PUPR",@yunisukmamiss8944,UC6jnl3aJB5S8FbNjy6BVVPA,30,negatif
"Katanya kota zero emisi, itu mobil yg anda pake aja masih pake bensin dan ngeluarin CO2. Wkwkkw",@NethanaelEricson,UCEXCCfKUpXLtOxH7X2qaijg,0,positif
"Weleh weleh ,lambene.,cempreng koyo piring rombeng jatuh. wong wong rumongsone budek Kabeh jancok Kon. ,",@Hafizi-e8l,UCGPVnuJSp_NFuLij2SD-gIQ,0,positif
Kasian gugusan2 awan sekarang masih alami...kalo benar2 terealisasi perpindahan ibukota.. Langit bakal berubah jd pengap.. Ndak ada gugusan awan lgi... Yg ada cerobong asap dari industri yg bikin polusi..,@wirademung2818,UCxLyBvD7YUz02Ps2IZFqgqw,0,positif
Manfaat nya buat rakyat kecil apa ???,@vhigel.wais2602,UCp9E1ZGcHQeRblAByDq6tdw,0,positif
"Anak buahe sopo yg bilang ikn mangkrak hayo.....
Mungkin anak e mbok Karo Abah.....",@pakpurnomo6140,UCsHwoohjj5d2O1YcWA2JaPA,0,positif
Karna pak jokowi ikn ini berdiri mantap pak.pak jokowi bpk pembangunan semoga sehat selalu pak jokowi amin,@ayahpuput7377,UCv7-BmlzSM7d-ybH4OvlpCg,0,negatif
Kasihan kalau IKn tidak diurus lagi..sampai mangkrak...,@CHANNELADDZIKRO,UCYTKqUkUAk41Q3Vd0JRBauQ,0,positif
"Ya sip, cocok buat obyek wisata",@harriditya9998,UCSL1YCE2e6NxQB06if8DsfA,0,negatif
padahal dari anggaran aja udah nggk ada lagi untuk IKN ini. bagus juga ada narasi spt ini. undang aja secara bergiliran para influencer biar terlihat nampak terus ada kegiatannya IKN ini,@patiginting1819,UC6kOKM41Hitrlb1okXdCihA,0,positif
"Semoga rakyat kelas bawah tidak melihat ini semua,kasihan,untuk makan sehari hari aja mereka jarus berjuang",@OraurusMase,UC8gxvvbT8QfV5dxoNzUi7PQ,0,positif
Kenyataan nya ASN g mau ngantor di ikn,@fathurrahman7001,UCDI-_JRsi2oVNgUZvtpu2ZQ,0,netral
Hei..mbah Amin....lihat ini...SwissHotel...IKN...katamu mangkrak...ternyata hatimu gelap gulita shg yg keluar dari mulutmu semua syaitoniah 😂😂😂,@AslinNur,UCHLVirZxx8Vu23aCA3onLtQ,0,positif
Mana ada pembangunan...??? Yang ada para satpam buat nungguin barang2 jangan sampai ilang.,@hasriindahnuralfiani9527,UCQ_L8td28eREA58hFsjFPzQ,0,positif
Buzzer ya,@wawanhoeruman6015,UCLBtGPj8CYNwLNvPVOc1AIg,0,positif
sok tau lu.. demi konten😅,@Banzatreeel,UCvB6do0M0_Hdg4Krv71Ynfw,0,positif
"Soto campur kecap, uueennaakkkkk pollll pokoke...😂",@GaMe-777-,UCNb9GjQFNJNAqbU_tEZNhKA,0,negatif
Orang bangun pakai kontraktor kalo belum waktunya berhenti ya kerja terus sampai target selesai. Pembayaran juga pakai termin semua. Gag ada bayar dimuka. Alias utang semua. Klo dana gag turun ya kontraktornya gag kerja. Artinya mangkrak. Klo diakumulasi pembangunannya paling yg jalan cuma sisanya. Yg belum kebangun banyak. Nunggu duit turun klo ada. Ngeliatnya jangan pakai ekonomi micro tp makro. Arti mangkrak disini beban pembangunan dan maintenancenya lebih besar dr anggarannya. Dan sudah positif akan mangkrak. Klo gag ada suntikan dana.,@chapapaco6344,UCbtIfL-71MS5VKl8WPAx5JQ,0,positif
Apa ini konten Buzzer kak?,@HariSilalahi-m5c,UCEKZHLAkL8CaR3cMTumylCQ,0,positif
"S3ng ngomong ikn mangkrak 
Fix dia punya penyakit hati stadium akhir 😅😅😅😅😅😅",@Efriwahyuni92,UC4g16UY0jnw0utEQYIq4TWA,0,positif
"Muncungmu.. 😂😂
Ya karna ndas dan dengkulmu sama.. Sama3 jongkok.. 😂😂
Cuma modal HP ngoceh2 nggak ad isiny.. Bacot",@muhammadazzam541,UCQJRZ38WMx0kGwRq6T3S5jw,0,positif
"Wajib jalan sih IKN sudah terlanjur banyak keluarin budget  , tapi untuk jadi ibu kota hampir mustahil ekonomi sedang tidak baik ,  besar mungkin dikelola swasta nantinya,..doa semua terbaik semoga bisa jadi betul betul ibu kota.",@sigitooo,UC2b0pOQIiCVMiB17KkfyEPg,0,negatif
Si rocky tuh kalaw ngomong g di surpey dulu aja tuh si rocky biar liat sendiri IKN sekarang seperti apa,@IseanwarsadadAmangzian-rw9xe,UC7c8UBicucaQx2c_2629mOQ,0,positif
Surabaya rungkut hadir,@SitiKhodijah-p2n,UCwGo_j73NNdiT6q9q1swfog,0,netral
Eek. .,@PutraOktowira-w8n,UCJfMFw-kJFThSzrvdo1Zjww,0,positif
"Yg ngonap di swiss hotel , mungkin orang hutan",@kurniawankisaran1666,UCs5fvwfBb9IGhqW_PMgl5zw,0,positif
IKN. = INDUSTRI KORUPSI NEGARA,@kurniawankisaran1666,UCs5fvwfBb9IGhqW_PMgl5zw,0,netral
IKN gagal ya,@andywong5241,UCTn6OktnsmgamXi9OAls2Tg,0,positif
Udah lupakan proyek mubazir merugikan negara saja,@WenIsman-s6p,UCh9C3WH-RGSECZsUFBnlDNg,0,positif
Buzer Jokowi Lo ya😂😂😂,@AjiJef12,UCcEY7qj-Cc2KPKCSTgqum3g,0,positif
Jujur saja saya benci orang luar dari Kalimantan....buat penuh penduduk Kalimantan jak,@Iyananakrantau1078,UCV-kbX08tXX0HLWR85bKn0Q,0,positif
Yg mnghuni kbnykn kok org luar negri kyk ny,@brahmasamad9544,UCAEqqiTpP4qq61ubYH9b3JA,0,positif
"YANG DAMPINGI SUARANYA LOGAT CHINO, SEPIIIIIII...",@HeruPurnomo-k2z,UCDBhS4j3cTV88cpkzkszJxw,0,netral
"Saya stay Surabaya tapi asli balikpapan. Dah 3x ke IKN enak juga seperti melihat bukan indo seperti luar negeri. Excelso keren, Indomaret harus lepas sepatu kalau mau masuk nggak tau lagi sekarang 😂. Best lah buat saya ibukota baru ini",@gametrading1165,UCjtrAU6ipqrr9zseu1psHPA,0,negatif
Sepi😅,@Lavinawinner,UCxup5PqDCLmcJbo9jEsdMEg,0,negatif
"Karyawan PHK RRI dan TVRI bisa lihat pembangunan IKN ini, mereka pasti akan merasa bangga. Hasil efisiensi anggaran yg bikin mrk d PHK ada hasilnya. Klopun nanti sdh tdk bisa lg beri makan keluarga krn di PHK, boleh lah joget2 sambil lihat konten2 IKN ini sambil bahagia, pasti laparmu sekeluarga akan engkau lupa. Nek gak mbok jak sekalian korban2 PHK ne dolen mrunu Ko, pasti seneng kabeh wong2 kuwi. 😩",@NgrombengOfficial,UC1kyiKwBHSRbdfvRq-Lf0cg,0,negatif
Pak PRABOWO GASPOLLL.👍👍,@grc7842,UCLylq5RD_VDzo5iWYy8KGCQ,0,negatif
"MESKIPUN HANYA LEWAT VIDEO INI, SAYA BERASA SUDAH ADA DI SANA. BETUL BETUL GOKIL KOH ANDI. MAKASIH",@supripitan,UCGby-DKBPyZXFZdg-ra63DQ,0,negatif
Security nya mirip ricko ceper😅,@santoritv9885,UCE_DXyAp2w3DRqjy5iXwzCQ,0,positif
"Yg msh mempertahankan ibu kota peninggalan belanda,ya cuma antek2 VOC yg sengaja ingin mempertahankan warisan junjungannya",@rinorino8805,UC_lBRytDgrkis2EE-H3YNLQ,0,positif
Makasih bang sudah tervalidasi bahwa issue IKN mangkrak ternyata hoax,@poltjeruntukahu2935,UCt1QjhhG-IPxfJOPb0_d1yw,0,netral
Soto Banjar memang pakai Kecap Asin  asli....tidak kecap Manis seperti Soto Jawa....,@Hendra-dv9jd,UCrxwP6dAMXYV6Gj68XJjtXQ,1,negatif
Jangan izinkan Rocky Gorong² datang ke lKN...kalau diinjak sama kakinya Rocky Gorong² nazis nantinya.,@Hendra-dv9jd,UCrxwP6dAMXYV6Gj68XJjtXQ,0,positif
"Buruan lah pada pindah ke ikn apa lg yg gaya hedon pulau jawa udah padat,,,",@yogaafip2734,UCdGtB-mrrkdYRDAY1MxJ1Vw,0,positif
"Makan soto tanpa kecap manis.
Pergi ke IkN naik pesawat.
Jangan dengarkan omongan orang yg sinis.
Yang penting kita sehat walafiat",@andretigtag.5375,UCVH9d3TeyiFCd_XIi4FWiYA,0,negatif
Ak pun punya teman yg krj disana..kerj jd survivor... masih disnaa. Nyatanya masih  krj lanjut krj,@andretigtag.5375,UCVH9d3TeyiFCd_XIi4FWiYA,0,netral
Manta brur sucses ikn mantap pak jokowi n pak prabowo pak gibran maju sehat slalu indonesia majuuuuuu❤❤❤❤❤,@gitamusicmandiriproduction9554,UCE6QvphwGd2-ZJnTqnd5LEQ,0,negatif
Ikn itu pembangunan jangka panjang jd wlupun pembangunan diperlambat ttp akan ttp berjalan smp selesai. Pemerintahan bpk prabowo tidak memprioritaskan pembangunan ikn tp bukan berarti berhenti.,@Priardhi,UC48URlmvLrmOyVx4-juTkiw,0,negatif
Pura2 tidak mangkrak padahal kuapeh hemat anggaran,@dederusmana3895,UCsoGSb09jAkjyAMvEkg5IOA,0,negatif
Proyek peninggalan jokowi,@hasdarokay,UCZJnamQoRJXXqoc9KPisHnw,0,negatif
Kayaknya ini video yg ada di laptop 😊,@gazalirachmanjali8792,UCT7o9eLSEp3bkyELwuU_XpQ,0,negatif
"Bang klo gak boleh masuk ke area istana, berarti sampean harus jadi tukang proyek bang.😂😂",@macaurungkad3751,UC0uwKfFSup_AMs0ueVeirvQ,0,positif
Tekok2 tok o Ra due isen,@Satria77-o8x,UC3z-qxSBckWpfuYYwmSfwtQ,0,positif
Terbaik ikn semoga cepat selesai 😅😅,@YusriahmadrosdiRosdiawang,UCfsHABYWZmlNUpgPJ4mFUfw,0,negatif
"Terserah pemerintah mau berbuat apa...mau ngutang lagi silahkan, kan rakyat indonesia banyak bisa bayar hutang negara..semua kena pajak..jadi ngapain dipikirkan, koar2 kita bicara hanya rakyat kecil gak ada guna nya..tidak didengar..terserah penguasa aja mau dibawa kemana indonesia..ujung2 kita semua pasti mati semua gak ada lagi di akherat meributkan keadaan negara..gas ok gas",@sultanarwanaputussibau4573,UCliifqkKMdgdXSyH3M-1T4g,0,positif
Mungkinkah sisa sisa dana dan kewsjiban beberapa mesti selesai,@Hasanuddin-x3h,UC-dC2MhcvkL5Mnfm6YVMHSA,0,netral
"saya asal IKN pembangunan jalan terus, mulut busuk yg vlog",@agussalam4722,UCzWCsZKae6QnXzTguGLGGKQ,0,positif
"Sebaik anda ber bahasa Indonesia yang betul supaya kami mengerti,kami bukan jawa",@budinsyah5355,UCaxB-zSNqhoFRj7sw-L2gEw,0,positif
Brp hrg hotelnya smlm mumpung blm byk org. Tpi 35 jt. Satu malam wouuuh.,@SinsigusTulung-wr6lo,UC0ne1DiV7M4sSzpQ-Aw5QUA,0,negatif
Rame sekali ya.................. swiss hotel juga rame bangettttttttttttt...........................           gileeeeeeeeeeeeeeeeee...................,@AndikaWijaya-c8f,UC1IBb9ulW-eWSBsptwYHIDQ,0,negatif
"Doakan saja biar cepat selesai, wong kita gak dirugikan malah membuka lapangan kerja",@kumbuldahono1534,UCGd1woB1HJGDE8dIjO3xkOQ,0,negatif
"Ikan di bangun bukan untuk Rakyat
Tapi untuk parah pejabat, bangunlah
Untuk memasukkan Rakyat jangan
Membangun memperbanyak utang
Sekarang di jaman prabowo IKN
Hancur lebur ha ha ha ha bahlul",@samsulsabari6366,UC4ms5DgA7k03IloujqiczXw,0,positif
Masih sepi min,@arbiansyaahsyaputra9172,UCd7Rs634etKnF0BolBWOkRA,0,positif
Ya udah loe tinggal disitu aajjah...,@NarsihNarsih-yi5uw,UCnHZVqAuOOCttl02WHig8Yg,0,positif
"Iya itu dilarang masuk, tapi dilarang video/photo jga .. kocak",@AndrewXu-s1t,UCTuj0IGacakxWGgQrpa1U3g,0,positif
Masarakat ikut ngontrol setiap saat ini ga main main...ih udah ada hotelnya yg beroprasi ya berarti kalau ke ikn udah bisa nginep ya ...yg murah hotelnya ada ngga ya,@TumiranMiran-cg9ij,UC9LwmY-4HAV0UhYsF_L4RbQ,0,negatif
Sawit makin nyaman rumah negara makin jos dan sokses😅,@jumriJumri-q2s,UCV1rdO4edJsuiWE5JFa8WKg,0,positif
Wah mewah rumah milik negara semoga betah di negara sendiri lanjut tiada henti dan sokses😂 bos,@jumriJumri-q2s,UCV1rdO4edJsuiWE5JFa8WKg,1,negatif
awas koh di serang jongos onta jongos kebo 😆😆😆,@warga-gv5pl,UCs4xom3q1fJEahk1plruS_A,0,positif
Sekarang bagus indku walao saya tk bisa ke ikn liat vidiox aja udh sangt bangga makasih p.jiokowi jasamu mmbuat rakyat ind senag dn sekarang diteruskn oleh p.prabowo makasih bpk2 bagi yg tukang xixir agar cepat sembuh mata hatix,@nasidasurasih6817,UC8MGMD_Pz5aKkzC49YpIdHw,0,negatif
Gx penting,@raiskana8369,UCaip6mcbTDBGy4t9-uwV11w,0,positif
😅😅😮,@helmicomit1993,UCj4z6cf48zGMrw9FGjTJI2Q,0,positif
"Saking serunya nonton durasi 20 menit kayak durasi 2 menit, Ga kerasa. serasa ikutan jalan2 disitu 😂",@HyKds.01,UC6hLKG_xxa8E03MCH3OuCog,0,negatif
jan makan pake kecaap 😂😂,@KingBow-xv6gd,UC8EGFgiudRvIkEldN96rStg,0,positif
"Dari para pekerja asal Jateng,, katanya banyak yg belum terbayar, selama beberapa bulan,, cuma dikasih bon aja .... Katanya lho ya..",@adietox6034,UC4dAHzhtlU2G-tTQF2RvWOQ,0,positif
"Anggaran diblokir tapi pembangunan masih berlangsung, trus kira kira vendor dibayar gk tuh.  Jangan jangan pada menangis.",@purwantowanto5937,UCH2h2GLGjQ4oXJsFwvKBOBw,0,positif
Mantap Pokonya 😍🥰😘,@SriHandayani-o4e,UCFayb_1oEN5sH6k6Wz_5fug,0,negatif
KALO SAMPEK MANGKRAK seret semua yg terlibat masalah IKN,@MakmunAbdillah,UCNViLLqJPvuLxzbHCRg5uzg,0,netral
"Temanku bamyak yg ke ikn pekerja proyek , yg omong mangkrak mulut bau tikus",@mbahsikinkinkin9217,UC9Xvlz07uTh3vZ3PILSGcxA,0,positif
Segelintir kaum kardun yg bilang ikn mangkrak,@asongrx8820,UCvarfRYLjnenn0IzpZdYj0A,0,positif
IKN keren👍👍👍👍 ngono akeh seng ngunggahne video jarene IKN ngangkrak ora kerawat akeh suket liar,@SamsulMalik-j6e,UC006cf4mVNJT9jEPWmTPKkA,0,negatif
Mangkrak kalau gk ada penduduknya😂,@dzakiofficial9539,UCDvYWYyf0dxX1ZRvxvkPFgg,0,positif
Untuk Air Disana Susah Gak Bng..,@jugkongrimba5905,UCGp9jPwYCbhixE3qDLneqmA,0,positif
Trimakasih sudah diajak jalan jalan ke IKN,@pambayunwidiastuti8626,UCxN6mr4hmD36lJIGkcYKGYg,0,negatif
"Coba dateng lagi bang, masih bagus apa makin sepi / dah berdebu",@digiide,UCX2miSFAr-JmXp_MPxG2Lqw,0,positif
Kerennn❤❤,@JalanjalanCuan,UC89N1eheNg9nKn6GIZPbHWw,0,negatif
Tdk ada pengaruhnya dgn kesejahteraan rakyat,@ArminAlfat,UCFPkye2HWsgs0hktFM0ITug,0,positif
Jenenge ger cangkem turah kang,@WaanBa-v6w,UCu9pFDmmtizAyKpoymoXWpQ,0,positif
"Volumenya suaranya kekencengan mas, gak haus ya? Wkwkw...",@Rayzz123-j3f,UChWm_bPDerphHyGOYOUPZFg,0,positif
Manusia.yq.irihati.tdkpuas.ydkdapat.kursi,@OpaErlis,UCcCweLogJ9AQ_NtczpAWyrg,0,positif
Sy menunggu pemerintah pindah k ikn...,@AhmadBar-w3m,UC7Ij7WfFxApn67n5XKwlmJQ,0,netral
Ketika rakyat berpeluh panas mengantri nyari gas LPG kalian malah tertawa tawa dibangunan yg ga ada gunanya buat rakyat miskin dan tertindas.,@KebunHumaira,UCLlJEgn933plgSwfHJCvRhg,0,positif
"Barisan Sakit Hati, Kelompok Nyinyirisme saja yg bilang mangkrak...sekarang diera Pak Prabowo mereka para pecundang NKRI pada tiarap... takut karena Petrus sudah dihidupkan kembali buat mulut2 nyinyir, pengkhianat NKRI...😅😅😅",@sukarnoeko207,UCnUxQQeb9BcmZT4NCrhnCNw,0,positif
"Yg bilang mangkrak itu Rocky karung dan sesama nya aja ,real  dlapangan tetap lanjut bosku 🎉🎉",@andrilemillion6253,UCa8AMrwRTwB8GtEbC3RXBVw,0,netral
Kerenn,@danielsiagian966,UC2xh5ST3s5KM75VPY1IwXBg,0,negatif
Lalapo garuda melindungi pwjabat2 negara..kwkww rakyat ae seng dilindungi om,@brendamui,UCghTQU-dGsN0xP_CnL3VKgA,0,negatif
Gini ini dapat fee brapa ya ..ikn masuk channelnya 😅,@brendamui,UCghTQU-dGsN0xP_CnL3VKgA,0,netral
Candi Jokowi.,@Universitas-Sarkem-Yogyakarta,UCcbAxNe_9_QaNrhS8kaF96Q,0,negatif
