Comment,Author,AuthorChannelId,LikeCount
Hotel Swiss kok nggk ada tamu nya pak,@triztantatto4362,UC7_k0eQz2U2x_13BR6j_FPA,0
"Areg Suroboyo pancen lucu2 gaes😅😅😅 GK bosen lihat vidio,y",@rahmansetiawan2332,UCqMieUuR2QY0AjsjPq-L1BQ,0
"Ketika youtuber/influencer/artist/wartawan/dsb ada berkunjung dsana maka segalanya di-ada-ada-kan, tombol aktivasi langsung dinyalakan.
Setelah kunjungan selesai, bubar barisan 
😅😅😅",@frriza8811,UCPlZ5IyC6vhclIyTF3q1NVQ,0
"Konsep gagal desain gagal, niatnya bikin desain garuda malah jadi kalong",@Miumou-catlovers,UC49YVSgJ3bvvJJrhAyoQR8w,0
kudune pok meng beraksi ndek IKN bro hehe ...,@royhermawan81,UCbLCdZQONaGVaJB4zKDV8fA,0
Kenapa Garudanya warna hitam.. karena..😂 lucu kale ngomong e mas sugar iki wkwk,@vlogjelajahpagisiangmalam4404,UC2iX5_A4nFfiBapzHhOc16Q,0
"Matursuwun kan, wes ngejak ndelo2 IKN.",@yanti166,UCgBnZdzaLCew-o2Q53F4nLQ,0
😂,@handokodark3038,UCOO1G8JzRM9dF7OGNOBkPcQ,0
Rusun asn 4 udah jadi  mas saya kerja di ASN 4 tower 3 pt abibraya,@WarohWaroh-k6h,UCGUVOFv-BFJh8wJkhK9Q7ag,0
"Alhamdulillah IKN tidak mangkrak, cuma anggaran tahun 2025 masih diblokir",@robetimam4600,UCl-Wi60mXztkqg07tsw7Y6Q,0
Mksh❤❤..JD liat IKN meskipun TDK lsng..,@jetujuh8741,UCNHSyq0zdkPP5D6wh05f07g,0
Kita liat,@ivashidayat5828,UCII-Hoxap204ZHaCGs5eKYA,0
bakal mangkrak,@cahindo1449,UCfkJgH1PJ--KFY4XnWWEmrw,0
Hotel negara luar seharusnya dilarang dibangun di dekat areal istana negara,@LDMunasti,UCJS7eNQ7n2OOGGTKsEL7wCA,0
Si Rocky itu rajanya PEMBUAL...hanya kaum IDIOT saja yg percaya,@rudyhartono8941,UCvloq1uqtuSJoOYMFuv2Tbg,0
"Memang tetap jalan tapi hanya emeliharaan. Pekerjanya sedikit kapan rampung cak.
Ibukota itu luas itu baru berapa gedung ligikanya masih jauh dari selesai",@HeruBowo-c7e,UCvD8QPFgNcL_SvlMKAPGWBg,0
"Sbnernya anggaran nya yg dikurangi per tahun nya untuk IKN , pembangunan tetap jln tapi bertahap ,tidak jor joran
Itu yg saya tanggap
[Tahap demi Tahap]",@iputubayupriyadi8761,UC3CEevu8V7OV5bMmIMPisYQ,0
Wong2 mendo mikire sedino dadi kyk candi Prambanan..,@ayanggg9207,UCh3v3CSxNTdGuX2UJVrWfcw,0
"asli wong suroboyo, endas iku sirah cak...😁",@harimulyanti7294,UC8PN43gQJbd53Bel0lbYPGg,0
Semangat ternaknya Mulyono.,@nhm366,UCjzNqBiiDukilTykt_UGZlw,0
"Masyaallah Tabarakallah,, bagus banget,, Alhamdulillah ada keponakan yg dinas di PUPR",@yunisukmamiss8944,UC6jnl3aJB5S8FbNjy6BVVPA,30
"Katanya kota zero emisi, itu mobil yg anda pake aja masih pake bensin dan ngeluarin CO2. Wkwkkw",@NethanaelEricson,UCEXCCfKUpXLtOxH7X2qaijg,0
"Weleh weleh ,lambene.,cempreng koyo piring rombeng jatuh. wong wong rumongsone budek Kabeh jancok Kon. ,",@Hafizi-e8l,UCGPVnuJSp_NFuLij2SD-gIQ,0
Kasian gugusan2 awan sekarang masih alami...kalo benar2 terealisasi perpindahan ibukota.. Langit bakal berubah jd pengap.. Ndak ada gugusan awan lgi... Yg ada cerobong asap dari industri yg bikin polusi..,@wirademung2818,UCxLyBvD7YUz02Ps2IZFqgqw,0
Manfaat nya buat rakyat kecil apa ???,@vhigel.wais2602,UCp9E1ZGcHQeRblAByDq6tdw,0
"Anak buahe sopo yg bilang ikn mangkrak hayo.....
Mungkin anak e mbok Karo Abah.....",@pakpurnomo6140,UCsHwoohjj5d2O1YcWA2JaPA,0
Karna pak jokowi ikn ini berdiri mantap pak.pak jokowi bpk pembangunan semoga sehat selalu pak jokowi amin,@ayahpuput7377,UCv7-BmlzSM7d-ybH4OvlpCg,0
Kasihan kalau IKn tidak diurus lagi..sampai mangkrak...,@CHANNELADDZIKRO,UCYTKqUkUAk41Q3Vd0JRBauQ,0
"Ya sip, cocok buat obyek wisata",@harriditya9998,UCSL1YCE2e6NxQB06if8DsfA,0
padahal dari anggaran aja udah nggk ada lagi untuk IKN ini. bagus juga ada narasi spt ini. undang aja secara bergiliran para influencer biar terlihat nampak terus ada kegiatannya IKN ini,@patiginting1819,UC6kOKM41Hitrlb1okXdCihA,0
"Semoga rakyat kelas bawah tidak melihat ini semua,kasihan,untuk makan sehari hari aja mereka jarus berjuang",@OraurusMase,UC8gxvvbT8QfV5dxoNzUi7PQ,0
Kenyataan nya ASN g mau ngantor di ikn,@fathurrahman7001,UCDI-_JRsi2oVNgUZvtpu2ZQ,0
Hei..mbah Amin....lihat ini...SwissHotel...IKN...katamu mangkrak...ternyata hatimu gelap gulita shg yg keluar dari mulutmu semua syaitoniah 😂😂😂,@AslinNur,UCHLVirZxx8Vu23aCA3onLtQ,0
Mana ada pembangunan...??? Yang ada para satpam buat nungguin barang2 jangan sampai ilang.,@hasriindahnuralfiani9527,UCQ_L8td28eREA58hFsjFPzQ,0
Buzzer ya,@wawanhoeruman6015,UCLBtGPj8CYNwLNvPVOc1AIg,0
sok tau lu.. demi konten😅,@Banzatreeel,UCvB6do0M0_Hdg4Krv71Ynfw,0
"Soto campur kecap, uueennaakkkkk pollll pokoke...😂",@GaMe-777-,UCNb9GjQFNJNAqbU_tEZNhKA,0
Orang bangun pakai kontraktor kalo belum waktunya berhenti ya kerja terus sampai target selesai. Pembayaran juga pakai termin semua. Gag ada bayar dimuka. Alias utang semua. Klo dana gag turun ya kontraktornya gag kerja. Artinya mangkrak. Klo diakumulasi pembangunannya paling yg jalan cuma sisanya. Yg belum kebangun banyak. Nunggu duit turun klo ada. Ngeliatnya jangan pakai ekonomi micro tp makro. Arti mangkrak disini beban pembangunan dan maintenancenya lebih besar dr anggarannya. Dan sudah positif akan mangkrak. Klo gag ada suntikan dana.,@chapapaco6344,UCbtIfL-71MS5VKl8WPAx5JQ,0
Apa ini konten Buzzer kak?,@HariSilalahi-m5c,UCEKZHLAkL8CaR3cMTumylCQ,0
"S3ng ngomong ikn mangkrak 
Fix dia punya penyakit hati stadium akhir 😅😅😅😅😅😅",@Efriwahyuni92,UC4g16UY0jnw0utEQYIq4TWA,0
"Muncungmu.. 😂😂
Ya karna ndas dan dengkulmu sama.. Sama3 jongkok.. 😂😂
Cuma modal HP ngoceh2 nggak ad isiny.. Bacot",@muhammadazzam541,UCQJRZ38WMx0kGwRq6T3S5jw,0
"Wajib jalan sih IKN sudah terlanjur banyak keluarin budget  , tapi untuk jadi ibu kota hampir mustahil ekonomi sedang tidak baik ,  besar mungkin dikelola swasta nantinya,..doa semua terbaik semoga bisa jadi betul betul ibu kota.",@sigitooo,UC2b0pOQIiCVMiB17KkfyEPg,0
Si rocky tuh kalaw ngomong g di surpey dulu aja tuh si rocky biar liat sendiri IKN sekarang seperti apa,@IseanwarsadadAmangzian-rw9xe,UC7c8UBicucaQx2c_2629mOQ,0
Surabaya rungkut hadir,@SitiKhodijah-p2n,UCwGo_j73NNdiT6q9q1swfog,0
Eek. .,@PutraOktowira-w8n,UCJfMFw-kJFThSzrvdo1Zjww,0
"Yg ngonap di swiss hotel , mungkin orang hutan",@kurniawankisaran1666,UCs5fvwfBb9IGhqW_PMgl5zw,0
IKN. = INDUSTRI KORUPSI NEGARA,@kurniawankisaran1666,UCs5fvwfBb9IGhqW_PMgl5zw,0
IKN gagal ya,@andywong5241,UCTn6OktnsmgamXi9OAls2Tg,0
Udah lupakan proyek mubazir merugikan negara saja,@WenIsman-s6p,UCh9C3WH-RGSECZsUFBnlDNg,0
Buzer Jokowi Lo ya😂😂😂,@AjiJef12,UCcEY7qj-Cc2KPKCSTgqum3g,0
Jujur saja saya benci orang luar dari Kalimantan....buat penuh penduduk Kalimantan jak,@Iyananakrantau1078,UCV-kbX08tXX0HLWR85bKn0Q,0
Yg mnghuni kbnykn kok org luar negri kyk ny,@brahmasamad9544,UCAEqqiTpP4qq61ubYH9b3JA,0
"YANG DAMPINGI SUARANYA LOGAT CHINO, SEPIIIIIII...",@HeruPurnomo-k2z,UCDBhS4j3cTV88cpkzkszJxw,0
"Saya stay Surabaya tapi asli balikpapan. Dah 3x ke IKN enak juga seperti melihat bukan indo seperti luar negeri. Excelso keren, Indomaret harus lepas sepatu kalau mau masuk nggak tau lagi sekarang 😂. Best lah buat saya ibukota baru ini",@gametrading1165,UCjtrAU6ipqrr9zseu1psHPA,0
Sepi😅,@Lavinawinner,UCxup5PqDCLmcJbo9jEsdMEg,0
"Karyawan PHK RRI dan TVRI bisa lihat pembangunan IKN ini, mereka pasti akan merasa bangga. Hasil efisiensi anggaran yg bikin mrk d PHK ada hasilnya. Klopun nanti sdh tdk bisa lg beri makan keluarga krn di PHK, boleh lah joget2 sambil lihat konten2 IKN ini sambil bahagia, pasti laparmu sekeluarga akan engkau lupa. Nek gak mbok jak sekalian korban2 PHK ne dolen mrunu Ko, pasti seneng kabeh wong2 kuwi. 😩",@NgrombengOfficial,UC1kyiKwBHSRbdfvRq-Lf0cg,0
Pak PRABOWO GASPOLLL.👍👍,@grc7842,UCLylq5RD_VDzo5iWYy8KGCQ,0
"MESKIPUN HANYA LEWAT VIDEO INI, SAYA BERASA SUDAH ADA DI SANA. BETUL BETUL GOKIL KOH ANDI. MAKASIH",@supripitan,UCGby-DKBPyZXFZdg-ra63DQ,0
Security nya mirip ricko ceper😅,@santoritv9885,UCE_DXyAp2w3DRqjy5iXwzCQ,0
"Yg msh mempertahankan ibu kota peninggalan belanda,ya cuma antek2 VOC yg sengaja ingin mempertahankan warisan junjungannya",@rinorino8805,UC_lBRytDgrkis2EE-H3YNLQ,0
Makasih bang sudah tervalidasi bahwa issue IKN mangkrak ternyata hoax,@poltjeruntukahu2935,UCt1QjhhG-IPxfJOPb0_d1yw,0
Soto Banjar memang pakai Kecap Asin  asli....tidak kecap Manis seperti Soto Jawa....,@Hendra-dv9jd,UCrxwP6dAMXYV6Gj68XJjtXQ,1
Jangan izinkan Rocky Gorong² datang ke lKN...kalau diinjak sama kakinya Rocky Gorong² nazis nantinya.,@Hendra-dv9jd,UCrxwP6dAMXYV6Gj68XJjtXQ,0
"Buruan lah pada pindah ke ikn apa lg yg gaya hedon pulau jawa udah padat,,,",@yogaafip2734,UCdGtB-mrrkdYRDAY1MxJ1Vw,0
"Makan soto tanpa kecap manis.
Pergi ke IkN naik pesawat.
Jangan dengarkan omongan orang yg sinis.
Yang penting kita sehat walafiat",@andretigtag.5375,UCVH9d3TeyiFCd_XIi4FWiYA,0
Ak pun punya teman yg krj disana..kerj jd survivor... masih disnaa. Nyatanya masih  krj lanjut krj,@andretigtag.5375,UCVH9d3TeyiFCd_XIi4FWiYA,0
Manta brur sucses ikn mantap pak jokowi n pak prabowo pak gibran maju sehat slalu indonesia majuuuuuu❤❤❤❤❤,@gitamusicmandiriproduction9554,UCE6QvphwGd2-ZJnTqnd5LEQ,0
Ikn itu pembangunan jangka panjang jd wlupun pembangunan diperlambat ttp akan ttp berjalan smp selesai. Pemerintahan bpk prabowo tidak memprioritaskan pembangunan ikn tp bukan berarti berhenti.,@Priardhi,UC48URlmvLrmOyVx4-juTkiw,0
Pura2 tidak mangkrak padahal kuapeh hemat anggaran,@dederusmana3895,UCsoGSb09jAkjyAMvEkg5IOA,0
Proyek peninggalan jokowi,@hasdarokay,UCZJnamQoRJXXqoc9KPisHnw,0
Kayaknya ini video yg ada di laptop 😊,@gazalirachmanjali8792,UCT7o9eLSEp3bkyELwuU_XpQ,0
"Bang klo gak boleh masuk ke area istana, berarti sampean harus jadi tukang proyek bang.😂😂",@macaurungkad3751,UC0uwKfFSup_AMs0ueVeirvQ,0
Tekok2 tok o Ra due isen,@Satria77-o8x,UC3z-qxSBckWpfuYYwmSfwtQ,0
Terbaik ikn semoga cepat selesai 😅😅,@YusriahmadrosdiRosdiawang,UCfsHABYWZmlNUpgPJ4mFUfw,0
"Terserah pemerintah mau berbuat apa...mau ngutang lagi silahkan, kan rakyat indonesia banyak bisa bayar hutang negara..semua kena pajak..jadi ngapain dipikirkan, koar2 kita bicara hanya rakyat kecil gak ada guna nya..tidak didengar..terserah penguasa aja mau dibawa kemana indonesia..ujung2 kita semua pasti mati semua gak ada lagi di akherat meributkan keadaan negara..gas ok gas",@sultanarwanaputussibau4573,UCliifqkKMdgdXSyH3M-1T4g,0
Mungkinkah sisa sisa dana dan kewsjiban beberapa mesti selesai,@Hasanuddin-x3h,UC-dC2MhcvkL5Mnfm6YVMHSA,0
"saya asal IKN pembangunan jalan terus, mulut busuk yg vlog",@agussalam4722,UCzWCsZKae6QnXzTguGLGGKQ,0
"Sebaik anda ber bahasa Indonesia yang betul supaya kami mengerti,kami bukan jawa",@budinsyah5355,UCaxB-zSNqhoFRj7sw-L2gEw,0
Brp hrg hotelnya smlm mumpung blm byk org. Tpi 35 jt. Satu malam wouuuh.,@SinsigusTulung-wr6lo,UC0ne1DiV7M4sSzpQ-Aw5QUA,0
Rame sekali ya.................. swiss hotel juga rame bangettttttttttttt...........................           gileeeeeeeeeeeeeeeeee...................,@AndikaWijaya-c8f,UC1IBb9ulW-eWSBsptwYHIDQ,0
"Doakan saja biar cepat selesai, wong kita gak dirugikan malah membuka lapangan kerja",@kumbuldahono1534,UCGd1woB1HJGDE8dIjO3xkOQ,0
"Ikan di bangun bukan untuk Rakyat
Tapi untuk parah pejabat, bangunlah
Untuk memasukkan Rakyat jangan
Membangun memperbanyak utang
Sekarang di jaman prabowo IKN
Hancur lebur ha ha ha ha bahlul",@samsulsabari6366,UC4ms5DgA7k03IloujqiczXw,0
Masih sepi min,@arbiansyaahsyaputra9172,UCd7Rs634etKnF0BolBWOkRA,0
Ya udah loe tinggal disitu aajjah...,@NarsihNarsih-yi5uw,UCnHZVqAuOOCttl02WHig8Yg,0
"Iya itu dilarang masuk, tapi dilarang video/photo jga .. kocak",@AndrewXu-s1t,UCTuj0IGacakxWGgQrpa1U3g,0
Masarakat ikut ngontrol setiap saat ini ga main main...ih udah ada hotelnya yg beroprasi ya berarti kalau ke ikn udah bisa nginep ya ...yg murah hotelnya ada ngga ya,@TumiranMiran-cg9ij,UC9LwmY-4HAV0UhYsF_L4RbQ,0
Sawit makin nyaman rumah negara makin jos dan sokses😅,@jumriJumri-q2s,UCV1rdO4edJsuiWE5JFa8WKg,0
Wah mewah rumah milik negara semoga betah di negara sendiri lanjut tiada henti dan sokses😂 bos,@jumriJumri-q2s,UCV1rdO4edJsuiWE5JFa8WKg,1
awas koh di serang jongos onta jongos kebo 😆😆😆,@warga-gv5pl,UCs4xom3q1fJEahk1plruS_A,0
Sekarang bagus indku walao saya tk bisa ke ikn liat vidiox aja udh sangt bangga makasih p.jiokowi jasamu mmbuat rakyat ind senag dn sekarang diteruskn oleh p.prabowo makasih bpk2 bagi yg tukang xixir agar cepat sembuh mata hatix,@nasidasurasih6817,UC8MGMD_Pz5aKkzC49YpIdHw,0
Gx penting,@raiskana8369,UCaip6mcbTDBGy4t9-uwV11w,0
😅😅😮,@helmicomit1993,UCj4z6cf48zGMrw9FGjTJI2Q,0
"Saking serunya nonton durasi 20 menit kayak durasi 2 menit, Ga kerasa. serasa ikutan jalan2 disitu 😂",@HyKds.01,UC6hLKG_xxa8E03MCH3OuCog,0
jan makan pake kecaap 😂😂,@KingBow-xv6gd,UC8EGFgiudRvIkEldN96rStg,0
"Dari para pekerja asal Jateng,, katanya banyak yg belum terbayar, selama beberapa bulan,, cuma dikasih bon aja .... Katanya lho ya..",@adietox6034,UC4dAHzhtlU2G-tTQF2RvWOQ,0
"Anggaran diblokir tapi pembangunan masih berlangsung, trus kira kira vendor dibayar gk tuh.  Jangan jangan pada menangis.",@purwantowanto5937,UCH2h2GLGjQ4oXJsFwvKBOBw,0
Mantap Pokonya 😍🥰😘,@SriHandayani-o4e,UCFayb_1oEN5sH6k6Wz_5fug,0
KALO SAMPEK MANGKRAK seret semua yg terlibat masalah IKN,@MakmunAbdillah,UCNViLLqJPvuLxzbHCRg5uzg,0
"Temanku bamyak yg ke ikn pekerja proyek , yg omong mangkrak mulut bau tikus",@mbahsikinkinkin9217,UC9Xvlz07uTh3vZ3PILSGcxA,0
Segelintir kaum kardun yg bilang ikn mangkrak,@asongrx8820,UCvarfRYLjnenn0IzpZdYj0A,0
IKN keren👍👍👍👍 ngono akeh seng ngunggahne video jarene IKN ngangkrak ora kerawat akeh suket liar,@SamsulMalik-j6e,UC006cf4mVNJT9jEPWmTPKkA,0
Mangkrak kalau gk ada penduduknya😂,@dzakiofficial9539,UCDvYWYyf0dxX1ZRvxvkPFgg,0
Untuk Air Disana Susah Gak Bng..,@jugkongrimba5905,UCGp9jPwYCbhixE3qDLneqmA,0
Trimakasih sudah diajak jalan jalan ke IKN,@pambayunwidiastuti8626,UCxN6mr4hmD36lJIGkcYKGYg,0
"Coba dateng lagi bang, masih bagus apa makin sepi / dah berdebu",@digiide,UCX2miSFAr-JmXp_MPxG2Lqw,0
Kerennn❤❤,@JalanjalanCuan,UC89N1eheNg9nKn6GIZPbHWw,0
Tdk ada pengaruhnya dgn kesejahteraan rakyat,@ArminAlfat,UCFPkye2HWsgs0hktFM0ITug,0
Jenenge ger cangkem turah kang,@WaanBa-v6w,UCu9pFDmmtizAyKpoymoXWpQ,0
"Volumenya suaranya kekencengan mas, gak haus ya? Wkwkw...",@Rayzz123-j3f,UChWm_bPDerphHyGOYOUPZFg,0
Manusia.yq.irihati.tdkpuas.ydkdapat.kursi,@OpaErlis,UCcCweLogJ9AQ_NtczpAWyrg,0
Sy menunggu pemerintah pindah k ikn...,@AhmadBar-w3m,UC7Ij7WfFxApn67n5XKwlmJQ,0
Ketika rakyat berpeluh panas mengantri nyari gas LPG kalian malah tertawa tawa dibangunan yg ga ada gunanya buat rakyat miskin dan tertindas.,@KebunHumaira,UCLlJEgn933plgSwfHJCvRhg,0
"Barisan Sakit Hati, Kelompok Nyinyirisme saja yg bilang mangkrak...sekarang diera Pak Prabowo mereka para pecundang NKRI pada tiarap... takut karena Petrus sudah dihidupkan kembali buat mulut2 nyinyir, pengkhianat NKRI...😅😅😅",@sukarnoeko207,UCnUxQQeb9BcmZT4NCrhnCNw,0
"Yg bilang mangkrak itu Rocky karung dan sesama nya aja ,real  dlapangan tetap lanjut bosku 🎉🎉",@andrilemillion6253,UCa8AMrwRTwB8GtEbC3RXBVw,0
Kerenn,@danielsiagian966,UC2xh5ST3s5KM75VPY1IwXBg,0
Lalapo garuda melindungi pwjabat2 negara..kwkww rakyat ae seng dilindungi om,@brendamui,UCghTQU-dGsN0xP_CnL3VKgA,0
Gini ini dapat fee brapa ya ..ikn masuk channelnya 😅,@brendamui,UCghTQU-dGsN0xP_CnL3VKgA,0
Candi Jokowi.,@Universitas-Sarkem-Yogyakarta,UCcbAxNe_9_QaNrhS8kaF96Q,0
"IKN urgency nya ap, wahai ternak2,,,,, lbih baek mangkrak, anggaran lbih baik d alokasi kn k yg bner2 membutuh kan, koreksi klo bener.",@jasminefhakim7b257,UCQU2AUe9SibqCi6mDNsZ3FQ,0
Hapus saja chenel inj penjilat cari duit,@budiarthana1226,UCZdQWQ9YNTT8r_MoO608fPg,0
"Majulah indonesia ku
Terima kasih pak jokowi,lanjut pak prabowo",@rhadi5469,UCDtruI1APPa-flADKJvDrYQ,0
MISI PRIBADI DAN KELUARGA,@casioseiko4396,UChXLoOm-8Qz2Ggd1jsUFYqw,0
Ikn  tumbang di makan gas elpiji dn pagar laut,@sebuahilusi3080,UCfuCwwvH4zO30ANVVwrFnbA,0
Syukurlah IKN MANGKRAK,@arjunojuno5965,UC83KdF-rIn5XUQfN0vy0iAg,0
Jangan heran namanaya jga Roki gerung janagan diambil hatai kalau dia yg ngomong kn dia biasa kaya gitu siapa jga yg mau dengar ocehan dai,@leliklelin6869,UCEbTx_X_okJyJn928HoeUwQ,0
IKN mantab,@kondentangkas3226,UCt2eAxO2daSoeqHM5Vj3PWQ,0
Apa.fungsinya ikn...kami di ntt makan aja susah..bangunan lagi lebih ketunggala...MENGAPA PERA PENGUASA HANAYA MENGUTAMAKAN TEMPAT TEMPAT MEREKA BUKAN MEMBANGUN NEGARA TETAPI MEMBANGUN SUKU SUKU MEREKA..KAMI DRI NTT. SELLU KETINGGALAN KRN TDK ADA ORG KAMI YG BERKUASA DI SITU...MENYEDIHKAN...MANA KEADILAN BAGI SELURUH RAKYAT INDONESIA😢😢😢😢😢,@IrvanBilliu,UC4oexGtgHGKb4ZFfo18XKTA,0
Ikut seneng lihat nya,@lilisistanti9210,UCWR1lufDOEw2552M76Hq5Lg,0
Ikn ambisi Mulyono dan buzzer bayaran taunya ya ngikut,@baloway,UCSQ4pbgeYMDCHvRQ8vsF-xQ,0
lihat setandar kemiskinan di dunia indonesia membodohi rakyat nya pakai data lama,@alifsukron1968,UCPpN_yz8EJm3b6K1fJN84Nw,0
"Sepertinya rakyat kecil lagi dibohongi, (katanya distop ikn, mungki supaya tidak rbut x, edan klau caranya begini, apa kita terus harus bayar pajak terus?....)",@iyusyusnandi7710,UCsmqirluRGFPm1P-Aa2hEPw,0
Mantap 👍,@purwatipurwati7729,UCTeHMcKbvumNnOdMYMIBSJg,0
"Mangkrak ? Muncungmu itu yang mangkrak ! Anak, ipar saya kerja di sana sampai saat ini. Otakmu yang mangkrak !😂😂😂😂😂😂😂",@alexanderbenjaminbonaparte7632,UCW-niQtS4lD9MUUOQXiFyWQ,0
Lanjut terus pantau perkembang lkn bos,@duapuluhempatdelapanbelas2546,UCclwWZhx-CorBKYaSarNvNA,0
"orang yang gak suka dengan kemajuan dan gak suka dengan indonesia, pasti akan mengolok dan menidaksukai.",@wulanndari4370,UCc0AxIdYL_d3bR4KVKRWnRw,0
"Cuma para pembenci Jokowi yg mengatakan IKN mangkrak....., padahal ide pemindahan Ibukota negara sdh digaungkan sejak era Presiden sebelum sebelumnya.....ahh...dasar para pembenci Jokowi nir otak....!!",@afrizalreza3006,UCPCdFZpprRhdHauV0qMiVLg,0
Bohongi terus enggak lihat orang yang kerja..😂😂😂😂,@nurauatulfatiha3211,UCusOauvrRPwMIvzMLpDsYlg,0
Ternyata para pembenci jokowi& prabowo..sd kehilangan akal sehat zehingga apapun yg dibicarakan boong semua..mrk adalah pembemci & musuh indonesia❤,@ignasiuslawe2290,UCP8DPgOqGLr9PAVD9VH0DmA,0
"Opo sing kate mbok buktekno koh....???? 
😂😂😂😂😂",@rakayudhistira9374,UCs3HZcin69twxWU4UqqlJDg,0
mantap nya hohelnya Nusantara Swisa mantap bang Andi yg udah ke IKN hebatkan.❤❤❤,@indrasutarya2702,UCrOw1MCu4ZIcJDt_WNu79zQ,0
Untuk melindungi para koruptiror,@RaswanSaputra-fi2uk,UCAbApaK6OlmWmcv4Ty33mRA,0
"IKN ITU DOSA JOKOWI MAS ADMIN. GK USAH DIBANGGAKAN.  ITU IKN HASIL KEBOHONGAN² JOKOWI KEPADA RAKYAT. UANG APBN DAN UANG² RAKYAT LAINNYA DI GUNAKAN UTK MEMBANGUN SESUATU YG TDK BERMANFAAT UTK RKYAT INDONESIA. SEKARANG RAKYAT DIBEBANI HUTANG RIBUAN TRILYUN KRN ULAH JOKOWI DAN SRI MULYANI. JOKOWI ITU PRESIDEN YG JADI PERUSAK NEGRI INI PALING PARAH . PALING PARAH ZOLIMNYA. WAJAH KHAS OON NYA ITU BISA MENGECOH ORG² PINTAR DAN CERDAS DI NEGRI INI. SETELAH LENGSER TERNYATA SUMBER DAYA ALAM INDONSIA SDH DIKUASAI  MANUSIA² MATA SIPIT KULIT PUTIH , YAITU PARA MONYET² TAMAK RAKUS INGIN MENGUASAI KEKAYAAN INDONESIA MELALUI BONEKA OON YG BISA DIKENDALIKAN YAITU JOKOWI .",@ettyharyati9631,UC7kUW-bl10PqYfjpPmxms5g,0
Yang bilang IKN mangkrak ya cuma gerombolan kaum sakit hati karena jagoannya kalah dalam pilpres.,@Nusantara25id,UCGWNKZtPnTOrHbIQK-DKTXQ,2
Bapak Jokowi selalu mengecek proses pembangunan di ikn dgn baik😊❤❤❤❤,@OnaaDriana,UC3Z3UA-FmvoN39psMVUhOkA,0
"Mantap om, kita jadi tau mana berita yg bener sama berita yg asal asalan.",@budhi_purnomo,UC93WJsXKT12hWVF8hawQhMA,0
"Saat video ini dibuat, mungkin pas jam istirahat",@avandreveavandreve7670,UCmNYSx8FKjkOrTyG4sBeY0Q,0
wong jokiwi kowe yo.. sak karep mu.. wes ra po²..,@SyahputraSyahputra-ek9hv,UCXqlBakTd3csxDdSoOSvv2A,0
Wih keren sih. Modern,@ideasmir9489,UCAjNdfdwcEBL-HVklCfxKWA,0
😊,@rohadikardomo3380,UCy65hbhdyzY1wRlTe_j-KMA,0
Tidak banga..bnyk rakyat yg susah,@adikurniadi8003,UCq9UcWCU7R_c01plCQ7e9cw,0
Bener bener mas ...endas mu ketok ..jebule ngganteeng rek ...😂😂😂,@sfdasuha2045,UCVYGx6WLn66ORHCSkfTgCdg,0
Ndk banga. Rakyat masih bnyk yg susah...,@adikurniadi8003,UCq9UcWCU7R_c01plCQ7e9cw,0
Yg bilang mangkrak..itu orang yg tdk suka dengan jokowidodo,@suradisuradi2170,UCGMPuaXHxxixw28Rlr3qEQQ,0
Kok sepi sih bang andii gimana ini,@kusmadra6350,UCz9fG3ZDWKdrm67nAYTqjEQ,0
Untuk sekarang emang masih belum mangkrak...tapi gak tau kedepannya gimana...soalnya ke tukang bunga aja yng di malang masih belum di bayar juga.,@aamamruloh1732,UCq5gDJopaALnkDrOKcwLlRg,0
mulyono makan soto pake kecap manis koh..,@fx.purnowinoto1084,UCXYt1_BHR1IoiqcuOyYehaA,0
Alasan selalu nya ada....,@Alibrahim-sb9nc,UC9oMhaRsxy7rd75S0NO4_CA,0
"Ini sih belum apa apa ya kalau saya lihat masih banyak pekerjaan yang harus diselesaikan, sekarang tinggal pinter pinter pemerintah menyeimbangkan anggarannya, jangan sampai salah prioritas saja salam akala sehat",@kusmadra6350,UCz9fG3ZDWKdrm67nAYTqjEQ,0
ODGJ,@VanyaMauriscaOfc,UCqgV5DlSTuaaQcBMPsaeugQ,0
"Dari video kelihatan jelas bahwa di proyek-proyek tidak ada yang kerja.
Alat-alat berat berhenti semua.
Kelihatannya memang sementara ini mandeg.

Saya dulu kerja di kontraktor BUMN ..... Karya tugas di lapangan sebagai Site Engineer.",@TeguhIndraW,UCXMLhYhEPAoIwOVw9x40WyQ,22
Tetep pagar laut pokuss,@kicau_amatir86,UCWlHg9uF4atgZmdXGkYUHzA,0
"Ayo sdr.ku yg di Kaltim semangat,aku sudah 13 thn diSamarinda skarang balik lagi keSurabaya,Rawat dan jaga IKN sebagai kebanggan bangsa Indonesia❤❤❤❤❤",@Suyanto-rt6yz,UCVg-6kpPPDCmvVBOmE8cg7A,0
"Yg bilang 8KN mangkrak iru jelas orang² yg tidak suka NKRI maju, yg suka ngatain IKN sekarang nangkrak itu sakah satu penghianat bangsa.",@suwardi3248,UCvzfZkygcrJESjxg2-zee6Q,0
Lanjutkan IKN sudah banyak menelan APBN walaupun bertahap termasuk proyek2 mangkrak Hambalang era p Sby yang juga banyak menelan APBN,@IDewaMadeYasa,UCIlmYGqADsqByOJe9Xw36vA,0
