Comment,Author,AuthorChannelId,LikeCount,Sentiment,Comment_Preprocessed
Gx penting,@raiskana8369,UCaip6mcbTDBGy4t9-uwV11w,0,positif,gx
😅😅😮,@helmicomit1993,UCj4z6cf48zGMrw9FGjTJI2Q,0,positif,
"Saking serunya nonton durasi 20 menit kayak durasi 2 menit, Ga kerasa. serasa ikutan jalan2 disitu 😂",@HyKds.01,UC6hLKG_xxa8E03MCH3OuCog,0,negatif,saking seru nonton durasi menit kayak durasi menit rasa serasa ikut jalan situ
jan makan pake kecaap 😂😂,@KingBow-xv6gd,UC8EGFgiudRvIkEldN96rStg,0,positif,jan makan pake kecaap
"Dari para pekerja asal Jateng,, katanya banyak yg belum terbayar, selama beberapa bulan,, cuma dikasih bon aja .... Katanya lho ya..",@adietox6034,UC4dAHzhtlU2G-tTQF2RvWOQ,0,positif,kerja jateng bayar kasih bon aja lho ya
"Anggaran diblokir tapi pembangunan masih berlangsung, trus kira kira vendor dibayar gk tuh.  Jangan jangan pada menangis.",@purwantowanto5937,UCH2h2GLGjQ4oXJsFwvKBOBw,0,positif,anggar blokir bangun trus vendor bayar gk tuh menang
Mantap Pokonya 😍🥰😘,@SriHandayani-o4e,UCFayb_1oEN5sH6k6Wz_5fug,0,negatif,mantap poko
KALO SAMPEK MANGKRAK seret semua yg terlibat masalah IKN,@MakmunAbdillah,UCNViLLqJPvuLxzbHCRg5uzg,0,netral,kalo sampek mangkrak seret libat ikn
"Temanku bamyak yg ke ikn pekerja proyek , yg omong mangkrak mulut bau tikus",@mbahsikinkinkin9217,UC9Xvlz07uTh3vZ3PILSGcxA,0,positif,teman bamyak ikn kerja proyek omong mangkrak mulut bau tikus
Segelintir kaum kardun yg bilang ikn mangkrak,@asongrx8820,UCvarfRYLjnenn0IzpZdYj0A,0,positif,gelintir kaum kardun bilang ikn mangkrak
IKN keren👍👍👍👍 ngono akeh seng ngunggahne video jarene IKN ngangkrak ora kerawat akeh suket liar,@SamsulMalik-j6e,UC006cf4mVNJT9jEPWmTPKkA,0,negatif,ikn keren ngono akeh seng ngunggahne video jarene ikn ngangkrak ora kerawat akeh suket liar
Mangkrak kalau gk ada penduduknya😂,@dzakiofficial9539,UCDvYWYyf0dxX1ZRvxvkPFgg,0,positif,mangkrak gk duduk
Untuk Air Disana Susah Gak Bng..,@jugkongrimba5905,UCGp9jPwYCbhixE3qDLneqmA,0,positif,air sana susah bng
Trimakasih sudah diajak jalan jalan ke IKN,@pambayunwidiastuti8626,UCxN6mr4hmD36lJIGkcYKGYg,0,negatif,trimakasih ajak jalan jalan ikn
"Coba dateng lagi bang, masih bagus apa makin sepi / dah berdebu",@digiide,UCX2miSFAr-JmXp_MPxG2Lqw,0,positif,coba dateng bang bagus sepi dah debu
Kerennn❤❤,@JalanjalanCuan,UC89N1eheNg9nKn6GIZPbHWw,0,negatif,kerennn
Tdk ada pengaruhnya dgn kesejahteraan rakyat,@ArminAlfat,UCFPkye2HWsgs0hktFM0ITug,0,positif,pengaruh dgn sejahtera rakyat
Jenenge ger cangkem turah kang,@WaanBa-v6w,UCu9pFDmmtizAyKpoymoXWpQ,0,positif,jenenge ger cangkem turah kang
"Volumenya suaranya kekencengan mas, gak haus ya? Wkwkw...",@Rayzz123-j3f,UChWm_bPDerphHyGOYOUPZFg,0,positif,volume suara kenceng mas haus ya wkwkw
Manusia.yq.irihati.tdkpuas.ydkdapat.kursi,@OpaErlis,UCcCweLogJ9AQ_NtczpAWyrg,0,positif,manusiayqirihatitdkpuasydkdapatkursi
Sy menunggu pemerintah pindah k ikn...,@AhmadBar-w3m,UC7Ij7WfFxApn67n5XKwlmJQ,0,netral,sy tunggu perintah pindah k ikn
Ketika rakyat berpeluh panas mengantri nyari gas LPG kalian malah tertawa tawa dibangunan yg ga ada gunanya buat rakyat miskin dan tertindas.,@KebunHumaira,UCLlJEgn933plgSwfHJCvRhg,0,positif,rakyat peluh panas antri nyari gas lpg tertawa tawa bangun guna rakyat miskin tindas
"Barisan Sakit Hati, Kelompok Nyinyirisme saja yg bilang mangkrak...sekarang diera Pak Prabowo mereka para pecundang NKRI pada tiarap... takut karena Petrus sudah dihidupkan kembali buat mulut2 nyinyir, pengkhianat NKRI...😅😅😅",@sukarnoeko207,UCnUxQQeb9BcmZT4NCrhnCNw,0,positif,baris sakit hati kelompok nyinyir bilang mangkraksekarang era prabowo cundang nkri tiarap takut petrus hidup mulut nyinyir khianat nkri
"Yg bilang mangkrak itu Rocky karung dan sesama nya aja ,real  dlapangan tetap lanjut bosku 🎉🎉",@andrilemillion6253,UCa8AMrwRTwB8GtEbC3RXBVw,0,netral,bilang mangkrak rocky karung nya aja real dlapangan bos
Kerenn,@danielsiagian966,UC2xh5ST3s5KM75VPY1IwXBg,0,negatif,kerenn
Lalapo garuda melindungi pwjabat2 negara..kwkww rakyat ae seng dilindungi om,@brendamui,UCghTQU-dGsN0xP_CnL3VKgA,0,negatif,lalapo garuda lindung pwjabat negarakwkww rakyat ae seng lindung om
Gini ini dapat fee brapa ya ..ikn masuk channelnya 😅,@brendamui,UCghTQU-dGsN0xP_CnL3VKgA,0,netral,gin fee brapa ya ikn masuk channelnya
Candi Jokowi.,@Universitas-Sarkem-Yogyakarta,UCcbAxNe_9_QaNrhS8kaF96Q,0,negatif,candi jokowi
"IKN urgency nya ap, wahai ternak2,,,,, lbih baek mangkrak, anggaran lbih baik d alokasi kn k yg bner2 membutuh kan, koreksi klo bener.",@jasminefhakim7b257,UCQU2AUe9SibqCi6mDNsZ3FQ,0,positif,ikn urgency nya ap ternak lbih baek mangkrak anggar lbih d alokasi kn k bner butuh koreksi klo bener
Hapus saja chenel inj penjilat cari duit,@budiarthana1226,UCZdQWQ9YNTT8r_MoO608fPg,0,positif,hapus chenel inj jilat cari duit
"Majulah indonesia ku
Terima kasih pak jokowi,lanjut pak prabowo",@rhadi5469,UCDtruI1APPa-flADKJvDrYQ,0,negatif,maju indonesia ku terima kasih jokowilanjut prabowo
MISI PRIBADI DAN KELUARGA,@casioseiko4396,UChXLoOm-8Qz2Ggd1jsUFYqw,0,netral,misi pribadi keluarga
Ikn  tumbang di makan gas elpiji dn pagar laut,@sebuahilusi3080,UCfuCwwvH4zO30ANVVwrFnbA,0,netral,ikn tumbang makan gas elpiji dn pagar laut
Syukurlah IKN MANGKRAK,@arjunojuno5965,UC83KdF-rIn5XUQfN0vy0iAg,0,negatif,syukur ikn mangkrak
Jangan heran namanaya jga Roki gerung janagan diambil hatai kalau dia yg ngomong kn dia biasa kaya gitu siapa jga yg mau dengar ocehan dai,@leliklelin6869,UCEbTx_X_okJyJn928HoeUwQ,0,positif,heran namanaya jga roki gerung janagan ambil hatai ngomong kn kaya gitu jga dengar oceh dai
IKN mantab,@kondentangkas3226,UCt2eAxO2daSoeqHM5Vj3PWQ,0,negatif,ikn mantab
Apa.fungsinya ikn...kami di ntt makan aja susah..bangunan lagi lebih ketunggala...MENGAPA PERA PENGUASA HANAYA MENGUTAMAKAN TEMPAT TEMPAT MEREKA BUKAN MEMBANGUN NEGARA TETAPI MEMBANGUN SUKU SUKU MEREKA..KAMI DRI NTT. SELLU KETINGGALAN KRN TDK ADA ORG KAMI YG BERKUASA DI SITU...MENYEDIHKAN...MANA KEADILAN BAGI SELURUH RAKYAT INDONESIA😢😢😢😢😢,@IrvanBilliu,UC4oexGtgHGKb4ZFfo18XKTA,0,positif,apafungsinya iknkami ntt makan aja susahbangunan ketunggalamengapa pera kuasa hanaya utama bangun negara bangun suku suku merekakami dri ntt sellu tinggal krn org kuasa situmenyedihkanmana adil rakyat indonesia
Ikut seneng lihat nya,@lilisistanti9210,UCWR1lufDOEw2552M76Hq5Lg,0,negatif,neng lihat nya
Ikn ambisi Mulyono dan buzzer bayaran taunya ya ngikut,@baloway,UCSQ4pbgeYMDCHvRQ8vsF-xQ,0,positif,ikn ambisi mulyono buzzer bayar tau ya ngikut
lihat setandar kemiskinan di dunia indonesia membodohi rakyat nya pakai data lama,@alifsukron1968,UCPpN_yz8EJm3b6K1fJN84Nw,0,positif,lihat setandar miskin dunia indonesia bodoh rakyat nya pakai data
"Sepertinya rakyat kecil lagi dibohongi, (katanya distop ikn, mungki supaya tidak rbut x, edan klau caranya begini, apa kita terus harus bayar pajak terus?....)",@iyusyusnandi7710,UCsmqirluRGFPm1P-Aa2hEPw,0,positif,rakyat bohong stop ikn mungki rbut x edan klau bayar pajak
Mantap 👍,@purwatipurwati7729,UCTeHMcKbvumNnOdMYMIBSJg,0,negatif,mantap
"Mangkrak ? Muncungmu itu yang mangkrak ! Anak, ipar saya kerja di sana sampai saat ini. Otakmu yang mangkrak !😂😂😂😂😂😂😂",@alexanderbenjaminbonaparte7632,UCW-niQtS4lD9MUUOQXiFyWQ,0,positif,mangkrak muncungmu mangkrak anak ipar kerja otak mangkrak
Lanjut terus pantau perkembang lkn bos,@duapuluhempatdelapanbelas2546,UCclwWZhx-CorBKYaSarNvNA,0,netral,pantau kembang lkn bos
"orang yang gak suka dengan kemajuan dan gak suka dengan indonesia, pasti akan mengolok dan menidaksukai.",@wulanndari4370,UCc0AxIdYL_d3bR4KVKRWnRw,0,positif,orang suka maju suka indonesia olok menidaksukai
"Cuma para pembenci Jokowi yg mengatakan IKN mangkrak....., padahal ide pemindahan Ibukota negara sdh digaungkan sejak era Presiden sebelum sebelumnya.....ahh...dasar para pembenci Jokowi nir otak....!!",@afrizalreza3006,UCPCdFZpprRhdHauV0qMiVLg,0,positif,benci jokowi ikn mangkrak ide pindah ibukota negara sdh gaung era presiden sebelumnyaahhdasar benci jokowi nir otak
Bohongi terus enggak lihat orang yang kerja..😂😂😂😂,@nurauatulfatiha3211,UCusOauvrRPwMIvzMLpDsYlg,0,positif,bohong lihat orang kerja
Ternyata para pembenci jokowi& prabowo..sd kehilangan akal sehat zehingga apapun yg dibicarakan boong semua..mrk adalah pembemci & musuh indonesia❤,@ignasiuslawe2290,UCP8DPgOqGLr9PAVD9VH0DmA,0,positif,benci jokowi prabowosd hilang akal sehat zehingga apa bicara boong semuamrk pembemci musuh indonesia
"Opo sing kate mbok buktekno koh....???? 
😂😂😂😂😂",@rakayudhistira9374,UCs3HZcin69twxWU4UqqlJDg,0,positif,opo sing kate mbok buktekno koh
mantap nya hohelnya Nusantara Swisa mantap bang Andi yg udah ke IKN hebatkan.❤❤❤,@indrasutarya2702,UCrOw1MCu4ZIcJDt_WNu79zQ,0,negatif,mantap nya hohelnya nusantara swisa mantap bang andi udah ikn hebat
Untuk melindungi para koruptiror,@RaswanSaputra-fi2uk,UCAbApaK6OlmWmcv4Ty33mRA,0,netral,lindung koruptiror
"IKN ITU DOSA JOKOWI MAS ADMIN. GK USAH DIBANGGAKAN.  ITU IKN HASIL KEBOHONGAN² JOKOWI KEPADA RAKYAT. UANG APBN DAN UANG² RAKYAT LAINNYA DI GUNAKAN UTK MEMBANGUN SESUATU YG TDK BERMANFAAT UTK RKYAT INDONESIA. SEKARANG RAKYAT DIBEBANI HUTANG RIBUAN TRILYUN KRN ULAH JOKOWI DAN SRI MULYANI. JOKOWI ITU PRESIDEN YG JADI PERUSAK NEGRI INI PALING PARAH . PALING PARAH ZOLIMNYA. WAJAH KHAS OON NYA ITU BISA MENGECOH ORG² PINTAR DAN CERDAS DI NEGRI INI. SETELAH LENGSER TERNYATA SUMBER DAYA ALAM INDONSIA SDH DIKUASAI  MANUSIA² MATA SIPIT KULIT PUTIH , YAITU PARA MONYET² TAMAK RAKUS INGIN MENGUASAI KEKAYAAN INDONESIA MELALUI BONEKA OON YG BISA DIKENDALIKAN YAITU JOKOWI .",@ettyharyati9631,UC7kUW-bl10PqYfjpPmxms5g,0,positif,ikn dosa jokowi mas admin gk bangga ikn hasil bohong jokowi rakyat uang apbn uang rakyat utk bangun manfaat utk rkyat indonesia rakyat beban hutang ribu trilyun krn ulah jokowi sri mulyani jokowi presiden usak negri parah parah zolimnya wajah khas oon nya kecoh org pintar cerdas negri lengser sumber daya alam indonsia sdh asai manusia mata sipit kulit putih monyet tamak rakus kuasa kaya indonesia boneka oon kendali jokowi
Yang bilang IKN mangkrak ya cuma gerombolan kaum sakit hati karena jagoannya kalah dalam pilpres.,@Nusantara25id,UCGWNKZtPnTOrHbIQK-DKTXQ,2,positif,bilang ikn mangkrak ya gerombol kaum sakit hati jago kalah pilpres
Bapak Jokowi selalu mengecek proses pembangunan di ikn dgn baik😊❤❤❤❤,@OnaaDriana,UC3Z3UA-FmvoN39psMVUhOkA,0,negatif,jokowi ecek proses bangun ikn dgn
"Mantap om, kita jadi tau mana berita yg bener sama berita yg asal asalan.",@budhi_purnomo,UC93WJsXKT12hWVF8hawQhMA,0,negatif,mantap om tau berita bener berita asal
"Saat video ini dibuat, mungkin pas jam istirahat",@avandreveavandreve7670,UCmNYSx8FKjkOrTyG4sBeY0Q,0,positif,video pas jam istirahat
wong jokiwi kowe yo.. sak karep mu.. wes ra po²..,@SyahputraSyahputra-ek9hv,UCXqlBakTd3csxDdSoOSvv2A,0,positif,jokiwi kowe yo sak karep mu wes ra po
Wih keren sih. Modern,@ideasmir9489,UCAjNdfdwcEBL-HVklCfxKWA,0,negatif,wih keren sih modern
😊,@rohadikardomo3380,UCy65hbhdyzY1wRlTe_j-KMA,0,negatif,
Tidak banga..bnyk rakyat yg susah,@adikurniadi8003,UCq9UcWCU7R_c01plCQ7e9cw,0,positif,bangabnyk rakyat susah
Bener bener mas ...endas mu ketok ..jebule ngganteeng rek ...😂😂😂,@sfdasuha2045,UCVYGx6WLn66ORHCSkfTgCdg,0,positif,bener bener mas endas mu ketok jebule ngganteeng rek
Ndk banga. Rakyat masih bnyk yg susah...,@adikurniadi8003,UCq9UcWCU7R_c01plCQ7e9cw,0,positif,ndk banga rakyat bnyk susah
Yg bilang mangkrak..itu orang yg tdk suka dengan jokowidodo,@suradisuradi2170,UCGMPuaXHxxixw28Rlr3qEQQ,0,positif,bilang mangkrakitu orang suka jokowidodo
Kok sepi sih bang andii gimana ini,@kusmadra6350,UCz9fG3ZDWKdrm67nAYTqjEQ,0,positif,sepi sih bang andii gimana
Untuk sekarang emang masih belum mangkrak...tapi gak tau kedepannya gimana...soalnya ke tukang bunga aja yng di malang masih belum di bayar juga.,@aamamruloh1732,UCq5gDJopaALnkDrOKcwLlRg,0,positif,emang mangkraktapi tau depan gimanasoalnya tukang bunga aja yng malang bayar
mulyono makan soto pake kecap manis koh..,@fx.purnowinoto1084,UCXYt1_BHR1IoiqcuOyYehaA,0,netral,mulyono makan soto pake kecap manis koh
Alasan selalu nya ada....,@Alibrahim-sb9nc,UC9oMhaRsxy7rd75S0NO4_CA,0,negatif,alas nya
"Ini sih belum apa apa ya kalau saya lihat masih banyak pekerjaan yang harus diselesaikan, sekarang tinggal pinter pinter pemerintah menyeimbangkan anggarannya, jangan sampai salah prioritas saja salam akala sehat",@kusmadra6350,UCz9fG3ZDWKdrm67nAYTqjEQ,0,positif,sih ya lihat kerja selesai tinggal pinter pinter perintah imbang anggar salah prioritas salam akala sehat
ODGJ,@VanyaMauriscaOfc,UCqgV5DlSTuaaQcBMPsaeugQ,0,negatif,odgj
"Dari video kelihatan jelas bahwa di proyek-proyek tidak ada yang kerja.
Alat-alat berat berhenti semua.
Kelihatannya memang sementara ini mandeg.

Saya dulu kerja di kontraktor BUMN ..... Karya tugas di lapangan sebagai Site Engineer.",@TeguhIndraW,UCXMLhYhEPAoIwOVw9x40WyQ,22,positif,video proyekproyek kerja alatalat berat henti mandeg kerja kontraktor bumn karya tugas lapang site engineer
Tetep pagar laut pokuss,@kicau_amatir86,UCWlHg9uF4atgZmdXGkYUHzA,0,netral,tetep pagar laut pokuss
"Ayo sdr.ku yg di Kaltim semangat,aku sudah 13 thn diSamarinda skarang balik lagi keSurabaya,Rawat dan jaga IKN sebagai kebanggan bangsa Indonesia❤❤❤❤❤",@Suyanto-rt6yz,UCVg-6kpPPDCmvVBOmE8cg7A,0,negatif,ayo sdrku kaltim semangataku thn disamarinda skarang kesurabayarawat jaga ikn banggan bangsa indonesia
"Yg bilang 8KN mangkrak iru jelas orang² yg tidak suka NKRI maju, yg suka ngatain IKN sekarang nangkrak itu sakah satu penghianat bangsa.",@suwardi3248,UCvzfZkygcrJESjxg2-zee6Q,0,positif,bilang kn mangkrak iru orang suka nkri maju suka ngatain ikn nangkrak sakah penghianat bangsa
Lanjutkan IKN sudah banyak menelan APBN walaupun bertahap termasuk proyek2 mangkrak Hambalang era p Sby yang juga banyak menelan APBN,@IDewaMadeYasa,UCIlmYGqADsqByOJe9Xw36vA,0,netral,lanjut ikn tel apbn tahap proyek mangkrak hambalang era p sby tel apbn
Mohon postingan seperti ini aga dikurangi. Kasian pak amin rais bisa2setruk. Kasian kan?! 😁😁😁😁😁😁😁😁,@SanjayaSanjaya-r2c,UCOHXsguEqybx23x5X678KYA,0,positif,mohon postingan aga rang kasi amin rais bisasetruk kasi
Berguna bagi masyarakat klangan atas,@asrorisoleh4986,UCSbIsD0UtsFASu33tdXJk5g,0,netral,guna masyarakat klangan
Pasti mahal,@LazDa-b1q,UCYhTXI6Zt63jXzk7wUTTdaA,0,positif,mahal
"Cuman orang2 yang busuk dan benci pak Jokowi selalu menebar berita2 bohong mengenai beliau, hanya supaya untuk ikutan mereka membenci pak Jokowi juga, salah satunya berita IKN mangkrak. Tanpa pak Jokowi, Indonesia tidak semaju seperti hari ini",@TheWolf-lv5ip,UC3KNXWIOC1jkkWzC9FWZdTQ,0,positif,cuman orang busuk benci jokowi tebar berita bohong beliau ikut benci jokowi salah satu berita ikn mangkrak jokowi indonesia maju
Ikn bikin namba hutang,@faisdamara8026,UC6fKrBvE-zFlr1WDnyZAmdw,0,netral,ikn bikin namba hutang
"Yg penting kalau IKN sudah jadi, Jangan ada PUNGLI....!
Trus buat warga indonesia yg ingin MAIN kesitu, Nginep dan makan disitu, JANGAN PATOK HARGA TINGGI ...",@MamazzGawuls,UCT1JnfrIbqHwqvMEPJBFPxQ,0,positif,ikn pungli trus warga indonesia main kesitu nginep makan situ patok harga
❤❤bang andy yg uptodate dan funy...lucuu en kocaakk..joosss..,@jakaharyamta504,UCPYO93voEi_RPBHZGVw8TiA,0,negatif,bang andy uptodate funylucuu en kocaakkjoosss
Orangnya Yg mangkrak yg gak setuju ikn dilanjutkan 😅😅😅,@SimbokloveBapak,UCRDMv8DU1p0p416hm3yO0Xg,0,positif,orang mangkrak tuju ikn lanjut
Luar biasa,@BumaSakti-g2q,UClQWX81E3xAnEY1RdxsDV_Q,0,negatif,
Org indonesia tu suka membajot yg tdk ada guna nya mereka hanya mengulik salah nya aja tak pernah menilai kebenaran nya,@mahlukallahhallah9123,UCe9QzJeH9usdWLM78btzTMw,0,positif,org indonesia tu suka membajot nya ulik salah nya aja nilai benar nya
Sini ke Samarinda beh aku wong suroboyo eh wes suwe kwkwk nak kalimantan,@ahmadhanifgaming5719,UC-r6azlXwrYaQQksQ0wY1lA,0,positif,samarinda beh suroboyo eh wes suwe kwkwk nak kalimantan
Sekarang orang cinah pandai2 bahasa jawa nya.😂,@darmawanwan3101,UCO25TGRkREobdq62PfdxGOQ,0,positif,orang cah pandai bahasa jawa nya
"Kenapa 90% rakyat Indonesia berpandangan negative pada projek IKN?

90% rakyat Indonesia tidak mahu keluar dari 'comfort zone"" yang sebenarnya tidak pun ""comfortable""?

Kenapa 90% rakyat Indonesia mentertawakan diri sendiri dan mengharapkkan IKN gagal?

Apa salahnya dijadikan IKN salah satu destinasi pelancongan? Biarlah pelancong yang biat keputusan sendiri selepas menziarahnya, walaupun IKN masih belum siap? Kenapa  sangat negative?

Kalau 90% peratus rakyat Indonesia begini, maka Indonesia tidak akan maju.

Hakikatnya 90% rakyat Indonesia mindanya sempit, tidak berwawasan, dan lemah semangat serta sanggup terus hidup dengan kegagalan segala sistem kehidupan dalam negara dan masyarakat setempat. 
Sebagai contoh, 90% rakyat Indonesia telah sanggup menjadikan amalan rasuah sebagai ""a way of life"".

Kalau ada unsur salah urusan di IKN, pihak berkuasa perlu siasat dan betulkan keadaan, bukannya hanya dikritik tak habis-habis.",@nawawimohamad2439,UCGR02upBlC-whfjPJv7zVsA,0,positif,rakyat indonesia pandang negative projek ikn rakyat indonesia mahu comfort zone comfortable rakyat indonesia tertawa mengharapkkan ikn gagal salah jadi ikn salah destinasi lancong biar lancong biat putus lepas ziarah ikn negative atus rakyat indonesia indonesia maju hakikat rakyat indonesia mindanya sempit wawas lemah semangat sanggup hidup gagal sistem hidup negara masyarakat contoh rakyat indonesia sanggup jadi amal rasuah a way of life unsur salah urus ikn kuasa siasat betul kritik habishabis
"Apapun kemajuan pak Jokowi tapi di mata pembenci tetap gak ada baiknya
Pak Jokowi ♥️♥️♥️",@bapakkhoirulanam448,UCfUT3U3ku6j6cEw7UPleBHg,0,positif,apa maju jokowi mata benci baik jokowi
Ya kita liat nanti saja.,@adinurhabib2424,UCqs3XYg9wSMQPfcgGq7cD6A,0,positif,ya liat
Wong golek masalah yang bilang mangkrak......sudah terlanjur rakyat mendukung untuk dilanjutkan.......,@kacung6600,UCq7AltDv-Bbaom0qV3xMszw,0,positif,golek bilang mangkraksudah lanjur rakyat dukung lanjut
Ngunu iku Entuk bayaran po gak ndik?,@savegaza6881,UC_Am2hoKltlUuPiLdbtT_Cg,0,positif,ngunu iku entuk bayar po ndik
Kocak 😂,@Wani_resik,UCGzeDGdWuN_abNllBuaJYNg,0,positif,kocak
Mantap bang  jadi ingin liat liat   ke indahan ikn ❤❤❤,@PakdeLamuk-rn2ip,UCF_1ypoAnFt5EOEHRatIhFQ,0,negatif,mantap bang liat liat indah ikn
BUANG2 DUIT BIKIN IKN,@zaingigi7591,UCzjVs3gN0X5hNU5SEKNGncQ,0,netral,buang duit bikin ikn
"IKN memang cocok jadi ibukota, sayang kalau tidak diteruskan, mungkin bertahap ya...keren",@RMChannel21,UCSb23wJQpF7AAtRSAFgyJ6Q,0,negatif,ikn cocok ibukota sayang terus tahap yakeren
Semangat bro tetap optimistis.... Sampek modar tetep Indonesia,@Fagoachi,UC69V_-PHE3J4_vAE6sHuIWg,0,negatif,semangat bro optimistis sampek modar tetep indonesia
Matur nuwun ya cak Andy wes dijak jalan2 weruh IKN insyaallah mbesuk2 isoh jalan2 mrono tenan Cak!😅,@pratiwisuci717,UCQrx2p__rFYwlnLksoAIPFg,0,negatif,matur nuwun ya cak andy wes dijak jalan weruh ikn insyaallah mbesuk isoh jalan mrono tenan cak
nanti kalo demo gimna jauh dong,@udin-t9o,UCf9KBScwIqGgv_lpYBzftCA,0,positif,kalo demo gimna
"Bangun paling gampang
Rawat paling susah bagaimana menurut anda",@suljibasuki7044,UCyLIU-rsNEMzXwC8Ifi6kUg,0,positif,bangun gampang rawat susah
Paling benar itu yg menjadi penghalang negara untuk maju dikumpulkan jadi satu terus di genosida,@firmannugroho8704,UC1b7XjQaDd2Up9BfO00wTdg,0,positif,halang negara maju kumpul genosida
"Terima kasih liputan untuk mencounter para penghasut, perusak suasana. Bisanya cuma menghasut, dikasih kerjaan nyata belum tentu bisa. Paking gampang jadi komentator yg tidak bertanggungjawab.",@aguspurwoko7908,UC2vN3WedO8jEryx6CNlGlOA,0,positif,terima kasih liput mencounter hasut usak suasana bisa hasut kasih kerja nyata paking gampang komentator bertanggungjawab
"Jujur aja banyak orang yg emang mau IKN mangkrak biar bisa dapet validasi dari opininya.
Biar bisa bilang dengan bangga.. apa gw bilang... 😂

Saat ada masalah kekurang atau kesalahan dalam proses/project ya perbaiki, hukum yg salah dll, bukan ancurin...

Sama ky kl emang misal jokowi dan DPR RI saat menjabat salah dalam buat putusan buat IKN ya usut buat hukum itu, bukan buat si project yg dah jalan mangkrak cm gara2 ego haus validasi atau opini mendang mending, opini mendang mending itu saat dirancang/dikaji proyeknya, makanya awasi jg tuh DPRnya.",@airakazadnawri5766,UCGiEgRoUcR0mArRoyaahuxA,0,positif,jujur aja orang emang ikn mangkrak biar dapet validasi opini biar bilang bangga gw bilang kurang salah prosesproject ya baik hukum salah dll ancurin ky kl emang jokowi dpr ri jabat salah putus ikn ya usut hukum si project dah jalan mangkrak cm gara ego haus validasi opini dang mending opini dang mending dirancangdikaji proyek awas jg tuh dprnya
Sepertinya hantu😂,@AbdRahimMohdSalleh,UCbUAbhckfXDwNDYLlIp64NQ,0,positif,hantu
Muantaaaaaap poooollllll IKN,@Umi2023-z5f,UCCscg5QzaB-Yo1Usoy-KmbA,0,positif,muantaaaaaap poooollllll ikn
Liat tu anak banteng gak malu apa bilang ikn mangkrak...katarak mungkin mata mu,@bqluvhya-to5gw,UCnyhMYi4hJf_QwTEcOlWOOQ,0,positif,liat tu anak banteng malu bilang ikn mangkrakkatarak mata mu
Duit ngutang,@ahmadbasory6584,UCQFxpBMMWOwePSiZJZtnVTQ,0,positif,duit ngutang
"Terimakasih pak presiden Bapak Prabowo Subianto sudah membangun IKN yang sangat indah...
Salam dari Banjarmasin Kalsel🙏🙏🙏",@fadlifirza6695,UCwetIk_I7GrPP5DsoYTN2dQ,0,negatif,terimakasih presiden prabowo subianto bangun ikn indah salam banjarmasin kalsel
Apa yang di banggakak dengan adanya ikn anggaran bocor apa2 rakyat jadi korban demi ambisi ikn apa manfaatnya woyy manfaatnya apa coba jelaskan,@AinunMufida-w8o,UC_I2TrzvONFw1wnkAAFKVng,0,positif,banggakak ikn anggar bocor rakyat korban ambisi ikn manfaat woyy manfaat coba
Bangunan itu nampak mcm Hantu .....Pontianak.,@ZakariaZakaria-to1dz,UCIeDfPVDDmU9K82akPKqTAQ,0,positif,bangun nampak mcm hantu pontianak
"sebenrnya tdk ada yg bilang mangkrak ""giring opini sndiri"" biar britanya terus terus..",@massee4295,UC4vNwKCGyES-doJSvHy90Og,0,positif,sebenrnya bilang mangkrak giring opini sndiri biar britanya
Logat jawa jadi konten  gak enak dengar     serius,@ZakiAbdullah-ln8mx,UCxkxQ7fyspJ1VyZLc-KgR7Q,0,positif,logat jawa konten enak dengar serius
Kebayang ikn 4 x JKT wow semoga cepat selesai,@aditmansun3951,UCByw9sVdBa8A_F-fHWhDeGg,0,negatif,bayang ikn x jkt wow moga cepat selesai
Sarang perampok,@siswantoanto3553,UCdWKuyea-GwwYfT14cncoGw,0,positif,sarang rampok
Jadi kayak singapura dong nantinya🤣🤣🤣,@dewisinta6685,UCBvpUPN6nvv7x6FCM2YxMIA,0,netral,kayak singapura
Ya memang gak ada manusianya kan itu gak ada pekerjaan himana si,@tedevid7139,UCvS36N5imoY2cnipPvWmCtA,0,positif,ya manusia kerja himana si
Rocky gerung suruh jadi penunggu waduk Jokowi...biar waras,@SutrisnoSeger_Adventure,UCoHkuJJ2UYJ3ayHwrQCM9UQ,0,positif,rocky gerung suruh tunggu waduk jokowibiar waras
79cm😂😂😂,@hambaAllah-h1i9m,UCkU6Y7qR7OLU5KofF_kafRA,0,positif,cm
Drivernya pasti urang banjar😊,@mariamagdalena909,UC4HDbJIVFvbyWkLbZmDgjWA,0,positif,drivernya urang banjar
Alhamdulillah semoga kedepannya Surabaya juga semakin maju dan banyak pembangunan buat transportasi umum udah mulai banyak kendaraan di Surabaya kalo pulang kerja hem mancet 😅,@fandchanell,UC_x1JodkGnS9wztBLgGeyiQ,0,negatif,alhamdulillah moga depan surabaya maju bangun transportasi udah kendara surabaya kalo pulang kerja hem mancet
"Kal jakarta sdh tenggelam,baru percaya😊",@saripudinujang6766,UCywEnvVsEmPpmNamCFHLawQ,0,positif,kal jakarta sdh tenggelambaru percaya
Semoga orang yg bikin fitnah cepat kena azab semuanya agar dunia damai,@supriantosuprianto4215,UC_ZHD4e_OvCZIFlBIiw1AyQ,0,positif,moga orang bikin fitnah cepat kena azab dunia damai
